MA,V,Visa_Inc.,Mastercard,Visa_z,MA_z,Visa_7_day_profit,MA_7_day_profit
538.663818359375,327.3050842285156,1506,1094,-0.14334477522563946,-1.3075247864021085,-1.626617431640625,-13.287109375
536.1219482421875,328.6223449707031,1824,1308,-0.0994186579006891,0.2773011147299382,2.195465087890625,-4.44573974609375
544.7142333984375,333.8415832519531,2909,1581,0.04804267007766524,2.158799512957674,3.283233642578125,0.94683837890625
543.17919921875,333.1031188964844,1571,1283,-0.1361104875339898,0.054815615141005455,6.935699462890625,4.47552490234375
548.7612915039062,333.75177001953125,1279,1072,-0.17528052170000563,-1.3841576327845637,7.92364501953125,12.9383544921875
542.2222900390625,329.7101135253906,1386,1377,-0.15959732796523624,0.7167515129141128,4.650421142578125,5.09356689453125
544.1560668945312,328.9416809082031,1402,1273,-0.1562139699586702,0.002718926796032609,-15.977081298828125,-17.4039306640625
551.950927734375,328.93170166015625,1303,1467,-0.16850782382090213,1.335120429123082,-18.1824951171875,-18.1416015625
540.5676879882812,326.4268798828125,1315,1430,-0.16513945940296776,1.1375481720952918,-19.749298095703125,-26.73382568359375
543.7673950195312,330.558349609375,1339,1263,-0.16033294504818152,-0.017274720950271508,-13.841461181640625,-20.43414306640625
538.7036743164062,326.16741943359375,1448,1539,-0.14423263007228088,1.9379471233073227,-17.533843994140625,-24.94952392578125
535.8229370117188,325.828125,1998,1497,-0.06901127978230939,1.5777014297169853,-19.4698486328125,-28.56793212890625
537.1287231445312,325.0596923828125,1435,1159,-0.14581951270056295,-0.7665182225091662,-23.471588134765625,-33.2628173828125
561.5599975585938,344.91876220703125,1411,1102,-0.14853379559628738,-1.1227328265348506,-6.446685791015625,-12.2904052734375
570.092529296875,347.11419677734375,1184,1055,-0.1787649184565804,-1.4072659388509525,-5.538604736328125,-4.40576171875
567.301513671875,346.1761779785156,1288,1435,-0.16358744199130315,1.1462207759937342,-8.233001708984375,-10.28680419921875
564.2015380859375,344.3998107910156,1270,1391,-0.16548421912907493,0.8207399411712231,-9.869659423828125,-13.53631591796875
563.6531982421875,343.7012634277344,1407,1616,-0.14622835386872482,2.215602963155855,-10.178985595703125,-12.39013671875
564.390869140625,345.2979736328125,1338,1398,-0.15473511146949157,0.768698870071658,-7.594329833984375,-11.1739501953125
570.3915405273438,348.5312805175781,1604,1393,-0.11817156620886107,0.7209211232481941,-1.457000732421875,1.34564208984375
573.8504028320312,351.3654479980469,1551,1379,-0.12571246695866,0.613790835839804,5.59844970703125,12.52960205078125
574.498291015625,352.6528015136719,1235,1307,-0.16905025735336449,0.12069470091103558,-0.41912841796875,7.7550048828125
577.5883178710938,354.4091796875,1279,1305,-0.16288664705549508,0.08020946679471155,-2.415008544921875,-0.88720703125
577.7378540039062,354.26947021484375,1197,1316,-0.1734812721477359,0.1377415091501463,-0.878173828125,-0.3189697265625
576.0433349609375,353.8802490234375,1360,1476,-0.15066151073220913,1.187463285124791,2.37506103515625,-2.16302490234375
575.5648193359375,352.8923034667969,1379,1406,-0.14722997025640963,0.6901635076077532,3.84210205078125,1.01220703125
569.0458984375,349.98828125,1104,1297,-0.1843276574592857,-0.017634170869435563,7.494537353515625,3.73736572265625
561.32080078125,345.7669982910156,1274,1324,-0.16035582660031034,0.15242418598454205,18.56170654296875,17.2657470703125
566.7432861328125,353.0719299316406,1382,1556,-0.14506456161330675,1.7331413450115687,24.57928466796875,20.86138916015625
578.4755249023438,356.8241882324219,1275,1488,-0.15926512760041994,1.2104164614178392,29.7486572265625,36.75640869140625
578.0568237304688,355.14764404296875,1241,1378,-0.1636178949606577,0.42029333004518227,27.52325439453125,39.49237060546875
578.2063598632812,351.50518798828125,1382,1557,-0.14410033187470114,1.611871159690087,26.355682373046875,47.37860107421875
574.5526123046875,349.0502014160156,1352,1444,-0.14803572909390544,0.8001777839817349,24.4395751953125,47.8876953125
565.3085327148438,342.4937438964844,1439,1450,-0.13575891625068925,0.8112150306741777,16.80535888671875,33.3626708984375
544.0550537109375,327.2052917480469,1610,1636,-0.11254391574530388,1.9962322183189247,1.696533203125,20.21527099609375
545.8818969726562,328.4926452636719,1626,1739,-0.11114413821193597,2.5057949908160273,0.67864990234375,19.4266357421875
541.7191162109375,327.0755310058594,1461,1560,-0.13431921386103488,1.3079744285913895,2.48486328125,22.201904296875
538.564453125,327.6243896484375,1384,1772,-0.1450456110388973,2.5004955718299384,1.3172607421875,18.0888671875
530.8277587890625,325.1495056152344,1515,1865,-0.12648534481223475,2.7998428182720865,-5.967681884765625,-11.96942138671875
526.6649169921875,324.6106262207031,1498,2069,-0.1287585325576563,3.4512795712543602,3.44293212890625,-11.20074462890625
531.9458618164062,325.6883850097656,1478,2030,-0.13145564064219906,2.9299948572883414,-7.464630126953125,-22.47137451171875
523.8397827148438,325.5087585449219,1384,1977,-0.1448146551169198,2.49593593600038,-2.744354248046875,-25.9354248046875
526.4552612304688,327.8139953613281,1285,1767,-0.1574324262062172,1.4864705436788883,-1.45703125,-26.11517333984375
519.5172119140625,324.5906677246094,1300,1780,-0.6046001229017843,1.480020109056762,-3.862030029296875,-31.426025390625
520.4755859375,326.30712890625,1369,1816,-0.3401989642199018,1.566776915584278,-4.59051513671875,-27.322998046875
542.7971801757812,331.1171875,1535,1736,0.29205493046944886,1.1801381666838866,6.207183837890625,8.38555908203125
537.8656616210938,321.1676940917969,1405,1639,-0.20556301383634082,0.7357591943525221,-7.0023193359375,-1.5972900390625
554.417236328125,333.15301513671875,1704,1652,0.9398983994134356,0.7631453480619542,3.91302490234375,17.8792724609375
549.7752075195312,328.25311279296875,1250,1461,-0.8048001653689713,-0.06887992508324257,4.0731201171875,23.2200927734375
552.5704345703125,329.2710266113281,1311,1510,-0.5590511149185657,0.15175727835353683,15.1910400390625,35.0997314453125
550.9432373046875,328.45269775390625,1467,1728,0.05917103864016558,1.0640602865990374,8.95269775390625,29.90863037109375
547.798583984375,330.89764404296875,1291,1440,-0.6038664735583904,-0.16748997417617026,10.59765625,20.724365234375
534.41162109375,324.9100036621094,1553,1368,0.4176843955409764,-0.4855418155220225,5.980010986328125,15.04412841796875
539.4629516601562,328.1700134277344,1751,1605,1.1635485228625555,0.5188627783508156,7.220001220703125,13.9560546875
536.5379638671875,329.239990234375,1514,1359,0.26149112547821907,-0.5431112420057773,22.720001220703125,41.358917236328125
526.5551147460938,324.17999267578125,2049,1701,2.2070342970161323,0.898997446450918,16.959991455078125,29.409454345703125
517.470703125,314.0799865722656,1961,1625,1.7952279455927609,0.5427431392452916,1.089996337890625,8.954559326171875
521.0346069335938,319.5,1867,1811,1.448803725055105,1.3166359368129976,2.79998779296875,7.147705078125
